Sales_ID,Date,Product_ID,Distributor_ID,Customer_ID,Units_Sold,Revenue,Target,Profit,Defect_Rate_%,Return_%,On_time_Delivery_%
S010683,2025-04-24,P0001,D0180,C00437,194,9097,9718,5884,5.27,4.52,80.22
S010684,2024-12-27,P0135,D0162,C00853,250,16695,23235,6984,8.19,3.86,98.65
S010685,2024-12-01,P0001,D0285,C00722,81,6380,35576,6149,2.15,2.72,81.17
S010686,2025-05-25,P0049,D0061,C00645,41,19193,43170,3705,5.45,4.29,94.18
S010687,2024-02-28,P0096,D0085,C00857,370,26475,9175,9627,5.33,0.26,96.44
S010688,2025-04-17,P0157,D0035,C00804,20,42707,10240,7387,2.95,2.72,95.34
S010689,2025-09-04,P0026,D0005,C00970,9,32986,21778,795,0.05,1.43,95.44
S010690,2024-08-31,P0087,D0076,C00499,313,33475,32935,3144,7.44,0.05,84.47
S010691,2025-04-21,P0173,D0253,C00174,124,14164,48794,2046,3.97,3.1,81.74
S010692,2025-06-05,P0093,D0007,C00663,203,28205,38436,2822,3,3.29,89.47
S010693,2024-07-09,P0102,D0169,C00600,401,44402,50068,9815,1.94,2.95,92.63
S010694,2025-08-21,P0071,D0130,C00813,78,47804,43114,9975,8.52,1.95,96.49
S010695,2024-09-14,P0140,D0138,C00509,210,30008,23264,1906,3.34,4.02,87.05
S010696,2025-03-15,P0095,D0300,C00778,18,43721,50827,8241,2.04,1.72,96.48
S010697,2024-03-24,P0160,D0091,C00310,236,46836,12230,8401,5.23,3.02,90.03
S010698,2024-03-26,P0118,D0163,C00070,498,13566,48607,9083,7.82,4.98,95.72
S010699,2024-02-24,P0148,D0253,C00205,319,38696,53430,8225,6.02,4.23,84.54
S010700,2023-12-23,P0119,D0201,C00341,200,22533,44245,2739,9.6,3.22,95.3
S010701,2023-09-25,P0051,D0020,C00032,349,6934,3239,9278,9.57,3.37,84.25
S010702,2024-07-23,P0081,D0229,C00043,456,18322,26627,3983,9.02,4.21,81.62
S010703,2025-09-19,P0036,D0163,C00118,282,22634,45138,3825,5.65,0.88,95.72
S010704,2024-12-13,P0067,D0165,C00889,476,46579,31075,8364,7.68,0.55,95.63
S010705,2024-07-01,P0129,D0232,C00015,456,38323,17812,5073,2.89,1.1,82.2
S010706,2025-01-22,P0114,D0238,C00322,252,40306,19515,2864,5.75,3.72,88.51
S010707,2024-09-01,P0155,D0120,C00911,340,40324,26073,4089,0.66,3.85,80.62
S010708,2024-08-14,P0111,D0107,C00627,239,22652,44244,691,2.63,0.14,94.44
S010709,2023-12-05,P0168,D0250,C00337,456,23636,15484,8316,3.25,0.3,95.58
S010710,2024-04-01,P0142,D0284,C00532,462,31955,4866,6420,3.61,4.91,93.42
S010711,2024-04-14,P0100,D0198,C00690,269,39889,1850,5498,1.61,2.46,90.53
S010712,2024-03-22,P0197,D0220,C00774,119,35218,44619,5439,0.83,2.68,82.72
S010713,2023-11-27,P0109,D0151,C00591,488,6105,53043,9318,5.78,3.06,99.75
S010714,2024-09-07,P0120,D0286,C00381,401,39404,26634,3999,4.91,4.82,85.12
S010715,2024-07-22,P0079,D0265,C00511,371,34971,46999,9722,5.85,0.8,96.77
S010716,2024-06-09,P0134,D0220,C00913,282,40820,35912,9860,1.29,3.17,81.53
S010717,2024-07-13,P0161,D0216,C00120,390,27448,58187,6937,9.48,0.38,83.82
S010718,2023-12-10,P0183,D0156,C00026,337,23528,7550,7420,4.13,2.57,93.75
S010719,2023-11-29,P0019,D0216,C00534,388,3191,24487,9404,4.49,2.2,80.84
S010720,2025-01-11,P0127,D0114,C00713,345,27254,11764,1976,5.47,1.34,80.14
S010721,2025-06-27,P0029,D0161,C00064,7,48378,27357,7770,6.9,2.2,92.31
S010722,2025-06-22,P0189,D0098,C00460,273,25216,30597,258,3.85,3.49,93.48
S010723,2025-06-29,P0198,D0157,C00726,253,46342,33713,833,1.43,4.2,94.18
S010724,2025-05-07,P0024,D0162,C00314,342,44497,58832,4554,7.83,3.92,97.28
S010725,2024-01-22,P0151,D0042,C00983,128,43625,25979,2128,2.61,2.92,86.34
S010726,2024-06-25,P0010,D0180,C00805,374,39458,30445,6943,4.43,4.48,81.73
S010727,2023-11-26,P0182,D0051,C00590,92,22208,6342,864,6.32,3.47,87.95
S010728,2023-12-27,P0105,D0252,C00216,306,20395,9594,291,9.65,4.19,85.09
S010729,2025-01-17,P0169,D0120,C00456,384,41387,32170,8535,0.34,1.99,99.17
S010730,2024-03-01,P0177,D0075,C00986,6,25819,37425,7237,5.19,3.49,84.02
S010731,2023-10-13,P0145,D0162,C00736,414,42099,43761,9225,9.36,0.37,94
S010732,2024-03-15,P0184,D0149,C00889,74,36216,33951,1200,2.55,4.79,98.45
S010733,2024-11-16,P0173,D0123,C00540,498,34492,56572,9024,1.12,3.15,93.39
S010734,2023-11-27,P0158,D0141,C00992,56,27140,46950,4152,5.97,4.28,81.33
S010735,2024-12-19,P0172,D0182,C00982,295,46219,29215,9072,1.52,2.43,98.52
S010736,2024-01-20,P0055,D0277,C00817,398,17487,16745,893,8.79,0.15,82.96
S010737,2024-06-14,P0147,D0257,C00713,310,37815,2516,5198,7.23,2.46,84
S010738,2025-05-09,P0157,D0245,C00579,238,1062,57614,8382,1.21,3.63,94.58
S010739,2024-10-09,P0002,D0086,C00473,490,35830,37924,6811,5.77,0.33,89.85
S010740,2024-11-08,P0164,D0071,C00359,22,29445,6085,1741,0.27,0.5,95.56
S010741,2023-11-15,P0147,D0269,C00126,441,20949,4693,3458,8.45,0.27,83.29
S010742,2025-04-25,P0135,D0180,C00972,41,27802,13433,3956,2.05,0.6,97.13
S010743,2024-10-16,P0154,D0279,C00861,346,40352,27125,8727,7.32,3.07,86.08
S010744,2024-02-13,P0111,D0149,C00707,266,16847,13470,2016,1.06,4.37,90.43
S010745,2025-08-14,P0038,D0006,C00937,258,15646,54562,146,4.72,2.35,82.27
S010746,2024-10-28,P0131,D0148,C00686,451,13264,45908,8282,9.29,4.04,87.02
S010747,2024-03-13,P0102,D0168,C00087,48,5833,13946,2454,0.74,1.99,87.21
S010748,2024-09-18,P0194,D0009,C00343,298,21030,36559,213,2.95,4.28,99.34
S010749,2024-01-26,P0095,D0178,C00823,139,43750,1995,1181,7.83,0.79,96.62
S010750,2024-09-15,P0092,D0284,C00978,202,15291,3856,4239,4.63,2.87,81.16
S010751,2024-04-02,P0071,D0116,C00395,140,17513,58995,7250,6.5,2.6,85.71
S010752,2025-01-06,P0171,D0096,C00484,142,36783,40841,8685,8.12,0.51,84.13
S010753,2024-05-26,P0190,D0056,C00666,286,16825,42852,1689,7.84,1.19,86.38
S010754,2024-09-25,P0199,D0207,C00456,233,6290,7179,7813,3.95,2.42,80.26
S010755,2025-09-19,P0024,D0105,C00476,316,35748,28412,4955,4.31,3.86,95.64
S010756,2024-02-10,P0167,D0035,C00210,461,39293,52154,9729,5.71,4.52,82.77
S010757,2025-04-16,P0068,D0209,C00525,158,2819,26640,6130,1.23,3.68,84.05
S010758,2025-04-22,P0128,D0281,C00676,38,32768,28006,1625,8.7,1.47,93.12
S010759,2025-09-21,P0093,D0147,C01000,75,6107,25744,6667,0.93,0.51,92.61
S010760,2023-10-04,P0044,D0287,C00767,321,13736,33938,4695,1.85,2.63,96.52
S010761,2023-12-15,P0133,D0081,C00896,475,27783,53841,7545,9.45,1.72,82.74
S010762,2024-09-21,P0055,D0050,C00576,175,12480,34506,5699,2.82,2.82,84.4
S010763,2024-04-04,P0158,D0087,C00307,39,38551,15933,4410,2.44,1.99,97.52
S010764,2024-12-11,P0029,D0191,C00076,491,36663,53714,9035,4.25,1.9,93.32
S010765,2024-08-01,P0154,D0001,C00022,433,19140,18701,2265,7.24,4.56,81.58
S010766,2025-06-04,P0154,D0138,C00060,485,19711,57977,6804,3.66,3.34,81.88
S010767,2024-10-22,P0037,D0136,C00386,73,44088,35055,9946,8.75,3.35,90.67
S010768,2024-03-22,P0115,D0154,C00056,58,20580,7081,5669,1.49,0.67,95.01
S010769,2025-06-14,P0181,D0162,C00168,496,27793,46203,5878,1.18,1.95,92.87
S010770,2023-11-24,P0158,D0019,C00412,363,37421,5036,3911,0.77,3.81,93.56
S010771,2025-06-14,P0003,D0243,C00717,474,49717,5536,3569,2.98,2.83,91.44
S010772,2025-06-19,P0122,D0129,C00865,89,45121,30033,362,2,2.3,97.63
S010773,2025-01-19,P0043,D0176,C00771,273,11619,44229,4531,4.61,4.86,97.94
S010774,2024-05-12,P0007,D0280,C00191,134,14147,42617,3901,9.96,0.68,92.11
S010775,2024-10-06,P0125,D0084,C00482,143,40022,21587,9308,8.69,0.8,94.63
S010776,2023-10-04,P0049,D0222,C00919,451,5259,58275,1083,8.95,2.82,89.25
S010777,2024-10-28,P0121,D0145,C00567,95,34182,6334,7771,8.31,2.03,85.39
S010778,2025-06-21,P0073,D0106,C00416,156,29670,25308,1659,2.72,2.4,92.72
S010779,2023-12-30,P0041,D0011,C00340,201,29826,20585,2802,2.26,2.74,96.3
S010780,2023-10-04,P0106,D0166,C00796,428,7337,33681,5786,7.32,0.64,85.25
S010781,2023-12-06,P0077,D0196,C00892,499,9146,9767,7621,5.99,1.35,92.52
S010782,2024-08-17,P0182,D0231,C00776,402,14787,42259,4597,2.06,2.69,92.45
S010783,2024-03-17,P0127,D0147,C00259,496,48788,29082,5902,9.67,0.97,98.38
S010784,2023-12-28,P0197,D0238,C00350,488,32544,35660,6728,4.24,4.2,95.19
S010785,2024-12-24,P0091,D0013,C00601,160,44028,6481,8681,8.14,3.92,96.23
S010786,2024-03-02,P0155,D0219,C00437,211,26598,50375,4368,0.74,2.84,91.42
S010787,2024-07-01,P0008,D0257,C00222,453,40020,7720,4148,0.35,2.47,94.55
S010788,2025-05-03,P0032,D0002,C00413,172,34166,41422,606,4.56,4.65,84.9
S010789,2023-12-06,P0064,D0210,C00350,70,21354,4648,6387,1.19,3.76,91.59
S010790,2023-12-09,P0138,D0225,C00482,319,42088,14685,346,9.79,0.19,93.25
S010791,2023-10-20,P0013,D0194,C00601,460,27108,32611,6784,8.12,1.12,96.68
S010792,2025-01-09,P0191,D0196,C00977,314,23954,20125,7652,4.54,0.36,83.31
S010793,2024-01-06,P0093,D0260,C00059,431,36720,24536,2814,9.8,4.97,86.54
S010794,2023-12-27,P0163,D0057,C00152,382,17727,6227,6855,2.38,2.11,95.83
S010795,2025-06-26,P0061,D0113,C00934,490,10616,15758,9734,6.79,0.67,88.68
S010796,2025-01-15,P0182,D0213,C00540,145,34371,6511,2739,0.18,1.79,89.69
S010797,2023-10-04,P0008,D0279,C00225,167,14606,43818,6784,3.72,4.9,92.39
S010798,2025-02-13,P0029,D0244,C00318,443,10782,29270,4257,0.79,0.72,94.54
S010799,2025-03-10,P0095,D0117,C00996,391,31915,56371,2018,3.67,1.78,85.77
S010800,2024-11-27,P0041,D0087,C00563,319,40804,19681,6021,3.81,1.38,97.28
S010801,2025-03-04,P0158,D0263,C00775,117,38596,54488,1043,3.75,3.95,87.28
S010802,2024-12-08,P0149,D0300,C00279,185,23316,41161,8408,4.14,0.13,85.22
S010803,2023-11-19,P0011,D0113,C00558,203,7583,28440,2657,6.17,4.73,93.99
S010804,2024-06-12,P0002,D0164,C00474,162,3148,45504,9515,1.89,4.34,87.2
S010805,2024-06-29,P0178,D0004,C00846,309,7044,27275,6798,2.34,1.82,90.13
S010806,2024-09-22,P0169,D0118,C00618,450,4356,20718,1088,6.45,4.51,86.61
S010807,2024-02-28,P0194,D0023,C00796,462,6188,19446,8036,4.66,2.13,97.07
S010808,2025-08-29,P0131,D0233,C00024,338,1385,15676,6793,1.62,1.46,89.99
S010809,2024-04-15,P0080,D0090,C00519,432,16811,26240,8255,7.87,2.04,81.31
S010810,2025-07-27,P0179,D0255,C00368,188,5233,58839,4379,9.31,4.12,81.13
S010811,2025-02-07,P0196,D0092,C00996,43,29919,35232,3667,4.65,2.81,87.3
S010812,2024-11-18,P0087,D0155,C00999,201,7246,13837,7260,6.14,1.09,88.15
S010813,2024-03-10,P0153,D0115,C00335,231,2735,11276,3213,8.15,0.35,80.75
S010814,2024-05-22,P0158,D0207,C00433,4,19941,37473,9615,9.64,3.03,97.05
S010815,2025-04-24,P0106,D0081,C00003,240,14686,15095,8807,9.69,4.09,90.13
S010816,2024-11-08,P0139,D0103,C00258,206,38590,7912,4314,9.23,4.28,90.96
S010817,2023-10-15,P0017,D0080,C00263,331,34946,1435,3248,8.16,4.11,93.04
S010818,2023-11-22,P0154,D0103,C00121,94,15422,44300,4987,4.26,2.57,84.35
S010819,2023-11-17,P0023,D0240,C00720,232,34647,5396,2986,6.7,1.89,90.46
S010820,2024-03-21,P0184,D0265,C00021,363,18889,17013,7390,7.63,4.88,84.46
S010821,2024-04-08,P0180,D0033,C00905,347,39065,57248,2581,0.92,4.61,88.31
S010822,2024-12-22,P0048,D0035,C00140,349,4657,19081,2110,1.16,3.76,92.54
S010823,2023-12-02,P0020,D0249,C00477,436,11497,58281,1525,7.05,2.15,84.72
S010824,2024-02-07,P0002,D0050,C00792,160,17656,25478,7617,6.67,4.87,97.67
S010825,2025-02-26,P0088,D0280,C00289,113,36663,47418,767,8.04,1.87,85.87
S010826,2023-12-06,P0031,D0242,C00206,252,36863,8122,5632,1.85,3.42,86.07
S010827,2025-04-08,P0155,D0152,C00043,222,18990,13203,6572,9.37,1.47,98.42
S010828,2024-08-04,P0130,D0147,C00850,346,36215,10238,202,2.38,4.18,87.78
S010829,2024-12-09,P0078,D0039,C00118,94,40264,48952,5560,1.35,4.3,82.73
S010830,2024-07-03,P0004,D0189,C00005,435,28427,59433,3785,3.24,2.55,88.55
S010831,2024-01-12,P0141,D0025,C00207,394,2324,35186,5264,8.09,2.81,86.78
S010832,2024-01-03,P0163,D0244,C00635,396,11249,15768,6588,0.28,4.74,89.9
S010833,2025-03-10,P0128,D0223,C00839,481,21286,12213,148,2.27,0.71,92.25
S010834,2024-06-23,P0200,D0230,C00345,482,24594,53200,5047,9.56,2.36,86.59
S010835,2025-04-25,P0194,D0153,C00142,466,20506,42529,9717,0.17,2.64,94.22
S010836,2025-04-12,P0134,D0288,C00372,167,27730,40928,8759,2.78,4.08,86.06
S010837,2025-04-16,P0031,D0108,C00232,464,19113,9220,8338,3.26,3.89,96.77
S010838,2025-03-30,P0138,D0033,C00164,493,39122,28730,4819,9.24,3.01,99.24
S010839,2025-01-16,P0021,D0111,C00547,452,3894,8643,3927,8.51,0.78,80.27
S010840,2024-11-10,P0023,D0121,C00364,138,28939,12698,1393,4.6,2.03,82.33
S010841,2023-11-17,P0131,D0016,C00946,348,49896,50792,6200,3.18,0.46,90.2
S010842,2024-06-28,P0160,D0227,C00984,361,48563,12396,7008,9.44,0.75,92.46
S010843,2024-08-11,P0148,D0011,C00335,210,35729,46170,1416,1.88,1.13,98.21
S010844,2025-09-18,P0029,D0203,C00011,256,13616,24585,7850,4.77,1.67,92.61
S010845,2025-01-07,P0105,D0202,C00408,73,32928,48740,598,4.18,2.2,97.29
S010846,2024-07-26,P0052,D0098,C00075,214,38630,30773,9992,9.35,3.6,90.45
S010847,2024-09-26,P0115,D0116,C00300,266,20059,40186,586,7.56,0.12,93.79
S010848,2025-01-29,P0174,D0281,C00947,360,19323,7487,7679,4.63,4.36,98.47
S010849,2024-11-17,P0162,D0232,C00913,151,30149,5775,4574,6.07,4.96,93.55
S010850,2024-01-21,P0101,D0111,C00381,235,48993,2985,9066,9.08,4.82,89.65
S010851,2023-10-23,P0084,D0012,C00710,461,46782,5816,5840,8.31,2.12,91.86
S010852,2025-09-19,P0061,D0021,C00853,216,48283,13223,988,6.15,2,88.61
S010853,2023-12-06,P0125,D0127,C00776,397,43970,54319,4887,9.15,2.61,83
S010854,2025-03-10,P0200,D0285,C00847,304,28189,19413,7432,3.8,3.32,95.4
S010855,2025-02-26,P0071,D0121,C00886,109,15640,57464,4209,7.33,1.39,88.29
S010856,2024-08-16,P0070,D0124,C00736,345,5570,8205,7836,0.16,3.27,81.9
S010857,2023-10-15,P0139,D0033,C00634,300,41477,26049,7271,5.83,1.55,94.08
S010858,2024-04-15,P0108,D0170,C00586,495,36714,22500,1204,1.37,3.3,95.28
S010859,2024-01-01,P0191,D0077,C00028,349,46579,33938,9169,5.24,3.26,82.11
S010860,2025-03-10,P0021,D0297,C00463,464,36950,37012,280,2.47,0,89.12
S010861,2024-08-20,P0131,D0063,C00396,320,40332,19855,4867,3.81,4.36,89.63
S010862,2025-04-22,P0082,D0270,C00683,296,21890,16558,969,7.92,0.96,84.69
S010863,2024-11-12,P0088,D0216,C00978,390,21462,57183,8508,0.59,4.96,95.98
S010864,2024-07-08,P0111,D0190,C00376,120,35675,39743,5485,5.37,2.75,90.62
S010865,2023-12-07,P0010,D0075,C00421,328,37759,18629,2910,1.45,1.93,91.45
S010866,2023-11-26,P0155,D0174,C00364,98,36431,8769,8916,5.73,0.46,87.16
S010867,2024-02-08,P0012,D0067,C00895,210,9127,9989,6433,6.34,3.4,84.91
S010868,2024-02-04,P0007,D0093,C00216,427,35650,14739,731,1.82,1.8,96.04
S010869,2024-11-26,P0145,D0053,C00831,32,17712,39787,7667,0.06,4.81,90.66
S010870,2024-03-19,P0193,D0094,C00101,433,38135,22951,230,0.85,4.29,84.82
S010871,2024-02-08,P0192,D0113,C00758,330,13462,13932,8821,6.9,0.62,88.52
S010872,2024-10-10,P0114,D0229,C00093,226,11397,32151,6659,3.8,2.29,91.12
S010873,2025-05-15,P0026,D0250,C00575,215,22101,34089,1247,3.73,2.22,91.1
S010874,2024-07-09,P0015,D0209,C00266,123,46196,54086,661,6.92,3.54,91.15
S010875,2024-07-04,P0033,D0182,C00206,147,6600,57471,3686,4.97,1.36,83.38
S010876,2024-12-28,P0062,D0267,C00080,340,1381,54047,1195,6.37,4.18,91.1
S010877,2025-05-19,P0047,D0281,C00037,52,12784,43028,2272,9.19,4.71,86.91
S010878,2025-03-14,P0095,D0155,C00011,180,16024,57315,7272,5.07,2.76,91.34
S010879,2025-08-16,P0035,D0083,C00627,290,10625,9515,183,6.38,4.64,93.33
S010880,2025-07-03,P0193,D0186,C00090,187,37649,23939,3087,6.4,1.63,84.61
S010881,2024-10-18,P0200,D0139,C00744,486,41876,53484,6975,5.35,1.59,82.41
S010882,2025-07-19,P0076,D0055,C00019,337,29017,6338,5242,6.64,3.62,92.09
S010883,2024-09-14,P0123,D0019,C00564,108,28980,52819,5179,8.34,2.22,93.86
S010884,2025-01-19,P0083,D0267,C00374,126,13436,44054,1005,8.08,1.38,97.32
S010885,2023-12-22,P0025,D0142,C00786,261,44164,9836,6893,0.57,1.55,84.92
S010886,2024-05-28,P0057,D0164,C00094,194,7747,4844,3332,9.52,4.16,82.48
S010887,2023-10-01,P0032,D0252,C00032,297,19583,10903,3244,8.47,3.23,99.47
S010888,2024-01-24,P0063,D0232,C00663,34,20916,44640,9412,9.71,3.96,80.8
S010889,2025-06-25,P0012,D0297,C00140,438,30047,59184,9901,1.94,2.06,88.32
S010890,2025-02-05,P0063,D0060,C00570,276,36497,9494,8830,5.36,4.69,89.87
S010891,2025-08-09,P0077,D0022,C00973,494,9787,37029,6305,4.4,4.45,94.21
S010892,2024-12-11,P0092,D0126,C00021,182,9038,15234,8693,3.77,0.18,96.23
S010893,2023-10-20,P0001,D0103,C00149,239,4910,21144,298,4.07,1.82,91.15
S010894,2024-12-02,P0179,D0221,C00221,322,37264,55231,5433,9.04,0.37,80.58
S010895,2023-12-30,P0070,D0110,C00733,348,45079,24386,7021,6.98,1.19,99.96
S010896,2025-04-18,P0136,D0058,C00754,146,41270,44584,9823,3.25,4.63,92.8
S010897,2025-02-23,P0196,D0065,C00219,44,37568,46919,4222,3.79,4.48,96.63
S010898,2024-08-23,P0133,D0058,C00541,359,9162,1335,5200,4.69,0.28,88.29
S010899,2024-10-04,P0086,D0158,C00975,304,12262,19262,1071,3.67,0.18,81.04
S010900,2025-02-28,P0039,D0076,C00559,499,33298,28867,5414,2.1,3.23,81.65
S010901,2023-10-08,P0023,D0019,C00908,291,36591,35620,5658,4.35,1.18,95.42
S010902,2025-03-09,P0068,D0190,C00058,463,35260,5755,8142,0.8,0.01,84.25
S010903,2023-12-24,P0180,D0250,C00425,367,31270,35768,2470,8.54,4.16,97.13
S010904,2024-01-12,P0004,D0079,C00275,295,20700,46667,8189,8.25,1.92,85.05
S010905,2025-01-03,P0126,D0084,C00140,488,44269,39006,8081,8.92,2.09,85.18
S010906,2025-06-10,P0175,D0172,C00023,487,38705,8788,9925,4.46,0.55,81.96
S010907,2023-10-22,P0021,D0212,C00901,259,24801,30575,5421,6.51,2.38,82.81
S010908,2025-05-17,P0184,D0149,C00378,19,16856,19513,7718,8.1,3.88,82.54
S010909,2024-11-26,P0105,D0010,C00922,215,14363,6132,9051,3.15,1.5,80.84
S010910,2024-01-10,P0066,D0030,C00373,211,21968,51120,1471,6.33,4.14,84.74
S010911,2024-02-25,P0187,D0280,C00063,381,13052,27532,2158,4.38,3.25,80.45
S010912,2023-11-24,P0007,D0055,C00564,402,28789,19909,8726,3.74,2.08,94.07
S010913,2025-02-21,P0049,D0127,C00778,478,14683,19730,3203,8.59,2.52,92.33
S010914,2025-05-07,P0016,D0180,C00342,231,40162,1749,939,6.24,0.56,83.44
S010915,2025-01-21,P0145,D0232,C00167,339,9172,11935,6391,6.23,4.47,97.24
S010916,2025-05-27,P0084,D0093,C00151,5,40225,17049,6512,1.57,4.47,85.71
S010917,2025-02-25,P0087,D0008,C00523,311,37064,43259,7901,3.47,1.91,90.71
S010918,2025-07-03,P0098,D0247,C00988,269,23168,42263,4838,8.41,3.29,96.22
S010919,2024-07-18,P0075,D0196,C00607,162,40991,3915,5106,2.13,3.82,87.38
S010920,2024-01-15,P0034,D0163,C00584,216,16698,32506,7007,9.7,4.13,85.02
S010921,2025-01-22,P0161,D0040,C00501,274,12784,6956,2399,8.32,3.62,97.21
S010922,2023-12-01,P0026,D0254,C00896,324,32472,20728,2715,2.68,2.51,81.48
S010923,2023-12-19,P0066,D0085,C00999,100,32726,8579,991,1.08,3.49,93.01
S010924,2025-07-02,P0125,D0272,C00560,456,25548,9227,4110,1.7,4.74,96.77
S010925,2024-04-07,P0063,D0078,C00348,171,29131,13709,9052,2.42,2.36,94.2
S010926,2025-07-04,P0087,D0213,C00272,449,13451,20933,1325,2.38,0.41,87.48
S010927,2024-01-30,P0041,D0255,C00430,252,39328,23005,2396,0.16,4.04,99.02
S010928,2024-12-21,P0186,D0091,C00943,169,18358,44345,5009,7.15,3.61,82.72
S010929,2024-02-10,P0098,D0193,C00607,38,7276,56877,6616,9.77,1.48,94.23
S010930,2025-04-14,P0124,D0253,C00233,228,7224,18817,8467,2.86,2.94,94.36
S010931,2024-09-21,P0079,D0278,C00560,422,40886,30134,3276,0.16,0.36,92.25
S010932,2024-09-03,P0010,D0143,C00208,397,9184,49640,964,9.18,2.4,89.71
S010933,2025-09-22,P0015,D0244,C00453,125,22555,1080,9978,2.06,2,99.05
S010934,2024-07-19,P0042,D0212,C00739,278,38573,43462,6682,0.07,1.25,89.33
S010935,2025-03-05,P0093,D0195,C00501,285,27107,22889,2201,2.24,0.77,86.66
S010936,2024-01-12,P0185,D0270,C00921,137,21200,13707,2468,1.04,1.72,90.3
S010937,2025-09-20,P0017,D0019,C00589,475,16308,53663,1342,7.26,4.68,96.02
S010938,2025-07-14,P0188,D0040,C00861,366,6133,56330,1027,0.02,2.57,83.26
S010939,2024-09-25,P0009,D0098,C00219,108,14696,20326,5688,4.41,1.01,87.41
S010940,2024-04-30,P0114,D0004,C00872,68,15048,26370,6991,4.92,4.18,91.31
S010941,2024-10-26,P0036,D0033,C00081,104,16560,43690,3043,7.84,1.35,96.86
S010942,2023-11-14,P0036,D0299,C00549,401,11404,25759,4599,5.22,4.01,88.01
S010943,2025-08-23,P0048,D0165,C00614,246,13848,54805,446,1.25,0.08,91.01
S010944,2024-06-26,P0051,D0027,C00703,165,32876,26747,6919,4.26,4.62,82.45
S010945,2024-05-19,P0097,D0173,C00541,192,9773,35810,588,9.35,2.67,81.88
S010946,2023-12-21,P0119,D0113,C00826,195,17243,51439,2947,2.37,3.82,84.27
S010947,2025-03-11,P0095,D0095,C00765,132,7262,45636,2506,2.99,1.57,93.71
S010948,2024-06-28,P0070,D0233,C00251,296,8818,30511,9372,8.73,4.23,84.24
S010949,2024-04-10,P0074,D0134,C00738,144,17114,37328,7808,7.86,3.46,97.55
S010950,2024-11-23,P0080,D0124,C00606,395,16028,8793,7185,2.96,0.24,97.97
S010951,2025-06-02,P0068,D0116,C00415,219,20941,11074,1210,7.08,0.2,85.31
S010952,2024-07-26,P0150,D0013,C00086,26,36150,50433,2525,0.85,1.81,82.11
S010953,2024-06-30,P0077,D0165,C00622,251,23065,5710,9222,5.43,0.26,88.23
S010954,2025-03-20,P0116,D0208,C00217,95,17614,46629,6322,8.71,0.22,95.87
S010955,2025-04-29,P0006,D0085,C00196,354,40222,41541,9678,8.43,1.89,82.16
S010956,2024-12-31,P0154,D0248,C00995,200,19267,42376,1069,2.03,1.15,81.98
S010957,2024-08-31,P0075,D0056,C00297,103,11103,17700,4503,5.33,1.75,84.89
S010958,2024-12-02,P0088,D0172,C00946,193,7031,45259,2034,3.98,2.02,93.85
S010959,2024-12-29,P0003,D0141,C00044,381,5176,20347,3260,5.61,0.43,87.49
S010960,2024-06-12,P0052,D0132,C00393,2,11147,34859,4886,0.75,3.03,94.73
S010961,2025-01-19,P0074,D0201,C00443,247,38251,55230,7554,9.81,1.74,88.1
S010962,2025-03-30,P0125,D0289,C00090,91,35136,28420,6899,5.64,3.8,81.58
S010963,2024-06-21,P0188,D0179,C00987,45,3266,54037,263,1.19,4.96,99.97
S010964,2024-12-01,P0191,D0029,C00155,427,18035,22983,5514,6.42,1.91,93.62
S010965,2025-01-20,P0065,D0036,C00978,3,35878,18060,8942,0.08,3.71,92.63
S010966,2024-08-06,P0052,D0109,C00478,418,15775,34892,8020,0.06,1.48,89.87
S010967,2024-11-25,P0076,D0146,C00621,336,36866,11482,8022,1.79,4.06,81.66
S010968,2025-01-07,P0142,D0276,C00059,449,3755,34881,7741,2.71,3.42,99.7
S010969,2025-07-10,P0089,D0146,C00110,64,41316,2972,2194,2.63,1.25,89.32
S010970,2025-05-10,P0072,D0168,C00479,135,21432,12140,4201,4.43,2.3,80.83
S010971,2025-03-16,P0068,D0257,C00618,291,31459,8767,9862,5.13,4.03,86.87
S010972,2025-07-22,P0156,D0275,C00899,278,14559,21606,9438,4.22,3.55,80.66
S010973,2025-08-21,P0199,D0087,C00733,176,18561,38482,4952,3.74,0.16,90.14
S010974,2024-01-13,P0138,D0154,C00775,416,16381,55081,5107,6.7,0.01,95.08
S010975,2024-10-02,P0115,D0285,C00594,282,41517,59766,2668,2.48,3.77,99.15
S010976,2023-11-30,P0057,D0098,C00784,120,26618,8661,5038,6.28,2.27,96.87
S010977,2025-03-29,P0066,D0211,C00049,262,19940,8143,3896,9.57,2.56,85.42
S010978,2025-09-03,P0090,D0048,C00377,174,12876,42715,6033,4.72,4.82,86.94
S010979,2024-05-13,P0050,D0274,C00032,439,48777,45728,2474,5.11,0.66,90.39
S010980,2023-10-26,P0014,D0194,C00486,459,12127,55023,2031,7.28,0.16,93.7
S010981,2025-08-15,P0016,D0252,C00601,479,43583,33164,7126,5.07,0.94,94.73
S010982,2024-11-24,P0182,D0283,C00940,118,8596,37604,6987,1.44,3.56,96.99
S010983,2025-03-31,P0171,D0262,C00992,439,19468,24693,7273,6.11,0.91,84.49
S010984,2024-09-16,P0042,D0262,C00531,341,19855,13164,4238,5.09,2.64,82.23
S010985,2025-06-30,P0110,D0031,C00003,185,22162,48356,7549,9.51,4.28,83.55
